method,law_accuracy,law_macro_recall,law_micro_recall,law_macro_precision,law_micro_precision,law_macro_f1,law_micro_f1,accu_accuracy,accu_macro_recall,accu_micro_recall,accu_macro_precision,accu_micro_precision,accu_macro_f1,accu_micro_f1,term_accuracy,term_macro_recall,term_micro_recall,term_macro_precision,term_micro_precision,term_macro_f1,term_micro_f1
CTM,0.9701652981849611,0.8174490151073032,0.9701652981849611,0.8476515266204182,0.9701652981849611,0.823919543849341,0.9701652981849611,0.9688148228176318,0.8515159257231554,0.9688148228176318,0.8774987421116991,0.9688148228176318,0.8589909222607506,0.9688148228176318,0.564866032843561,0.4034562693094222,0.564866032843561,0.4705004196527268,0.564866032843561,0.4209286735247252,0.564866032843561
